SensorName,Date-Time(Wave),Name(Wave),Speed(Wave),Launch(Wave),Dir(Wave),BS(Wave),SS(Wave),TS(Wave),SA(Wave),Carry(Wave),Total(Wave),HeadSpeed(Wave),AA(Wave),CP(Wave),SP(Wave),SD(Wave),ML1_SP(Wave),ML1_LA(Wave),ML1_DA(Wave),ML1_BS(Wave),ML1_SS(Wave),ML1_SR(Wave),ML1_SA(Wave),RCT_MEA(Wave),RCT_MEA_AI(Wave),,SensorName,Date-Time(GCQ),ForesightSports:PLAYER1-2025-01-21¿ÀÈÄ5:0Club(GCQ),Ball(GCQ),BallSpeed(GCQ),LaunchAngle(GCQ),SideAngle(GCQ),Backspin(GCQ),Sidespin(GCQ),TiltAngle(GCQ),TotalSpin(GCQ),Carry(GCQ),Total(GCQ),Offline(GCQ),DescentAngle(GCQ),PeakHeight(GCQ),ClubSpeed(GCQ),Efficiency(GCQ),AngleofAttack(GCQ),ClubPath(GCQ),FacetoPath(GCQ),Lie(GCQ),Loft(GCQ),ClosureRate(GCQ),FaceImpactLateral(GCQ),FaceImpactVertical(GCQ),,SensorName,Date-Time(TM4),Date(TM4),TMDNo(TM4),TMDFilename(TM4),Player(TM4),Club(TM4),Ball(TM4),ClubSpeed(TM4),AttackAngle(TM4),ClubPath(TM4),LowPoint(TM4),SwingPlane(TM4),SwingDirection(TM4),Dyn.Loft(TM4),FaceAngle(TM4),FaceToPath(TM4),BallSpeed(TM4),SmashFactor(TM4),LaunchAngle(TM4),LaunchDirection(TM4),SpinRate(TM4),SpinRateType(TM4),SpinAxis(TM4),MaxHeight-Dist.(TM4),MaxHeight-Height(TM4),MaxHeight-Side(TM4),LastdataPoint-Length(TM4),LastdataPoint-Side(TM4),LastdataPoint-Height(TM4),LastdataPoint-Time(TM4),CarryFlat-Length(TM4),CarryFlat-Side(TM4),CarryFlat-Land.Angle(TM4),CarryFlat-BallSpeed(TM4),CarryFlat-Time(TM4),Est.TotalFlat-Length(TM4),Est.TotalFlat-Side(TM4),DynamicLie(TM4),ImpactOffset(TM4),ImpactHeight(TM4),Curve(TM4),SpinAxis(Sim)(TM4),Curve(Sim)(TM4),Carry(Sim)(TM4),Total(Sim)(TM4),CarrySide(Sim)(TM4),Totalside(Sim)(TM4),LandingAngle(Sim)(TM4),UseInStat(TM4),Tags(TM4),Condition(TM4),Email(TM4),,SensorName,ShotID(Max),BallSpd.(Max),LaunchAngle(Max),LaunchDirection(Max),BackSpin(Max),SideSpin(Max),Totalspin(Max),SpinAxis(Max),HeadSpd.(Max),ClubPath(Max),FaceAngle(Max),AttackAngle(Max),DynamicLoft(Max),ImpactPoint(H)(Max),ImpactPoint(V)(Max),LowPoint(Max),SwingPlane(Max),SwingDirection(Max),ClubLie(Max),ClosureRate(Max),Faxis(Max),T/Hdiff.(Max),E(Max),Tag(Max),Time(Max),,SensorName,Date-Time(GRadar),Name(GRadar),Speed(GRadar),Launch(GRadar),Dir(GRadar),BS(GRadar),SS(GRadar),TS(GRadar),SA(GRadar),Carry(GRadar),Total(GRadar),HeadSpeed(GRadar),AA(GRadar),CP(GRadar),SP(GRadar),SD(GRadar),ML1_SP(GRadar),ML1_LA(GRadar),ML1_DA(GRadar),ML1_BS(GRadar),ML1_SS(GRadar),ML1_SR(GRadar),ML1_SA(GRadar),RCT_MEA(GRadar),RCT_MEA_AI(GRadar),,
Wave,20250121_143827, SD_2025.01.21_14.38.27_201, 73.22, 7.07, -3.37, 2045.2, -341.8, 2073.5, -9.5, 244.9, 268.9, 53.4, -3.5, -2.4, 49.3, -5.9, 73.57, 7.13, -5.21, 2746.8, -199.9, 2807.8, -2.5, 0, 0, , GCQ,20250121_143834, Driver,  Standard,  76.3,  9.3,  0.1,  2817,  461,  9.3,  2854,  262.3,  278.4,  23.8,  38.5,  30.2,  52.8,  1.44,  0.8,  -3.2,  2.5,  3.5,  14.6,  2495.4,  -3,  -5.1, , TM4,20250121_143834, 2025-01-21 PM 2:38:34, , , Unknown Player, Driver, Premium, 51.689, 0, -2.2000000000000006, -2.6999999999999997, 44.80800000000001, -2.919, 10.77, 0.255, 2.4549999999999996, 76.7149, 1.4842, 9.112000000000002, -0.154, 2908.3, Measured, 12.750000000000002, 169.20639038085938, 25.045624663083192, 10.829417653319519, 164.85996671260983, 10.517490423189763, 25.03372241630113, 3.339497, 252.11672281427687, 21.074768093127634, 35.8573096373735, 25.656503677368164, 6.827703, 272.5602161183487, 23.23948596556389, 55.37110537940115, 4.337575999716228, -7.457665750289135, 21.75, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_143832, SD_2025.01.21_14.38.32_110, 75.85, 12.55, 1.32, 2392.9, 572.0, 2460.4, 13.4, 265.1, 277.1, 55.0, 98765.0, 98765.0, 98765.0, 98765.0, 76.05, 14.75, -2.09, 2476.2, -249.5, 2454.3, -6.9, 0, 0, , 
Wave,20250121_143850, SD_2025.01.21_14.38.50_202, 76.34, 10.66, -0.39, 2479.2, 184.3, 2486.1, 4.3, 268.4, 283.0, 54.5, -3.1, -1.9, 50.6, -5.4, 75.81, 9.62, -2.93, 2884.8, 158.9, 2905.4, 3.0, 0, 0, , GCQ,20250121_143903, Driver,  Standard,  77.3,  8.5,  -1.2,  2830,  227,  4.6,  2839,  265.7,  281.5,  5.6,  37.5,  29.0,  53.4,  1.45,  0.9,  -3.5,  1.6,  3.7,  14.0,  2703.5,  -2,  -5.8, , TM4,20250121_143903, 2025-01-21 PM 2:39:03, , , Unknown Player, Driver, Premium, 52.309, 0, -1.7999999999999998, -2.3, 48.114999999999995, -2.6589999999999994, 10.217999999999998, -0.45500000000000007, 1.345, 77.793, 1.4872, 8.618999999999998, -0.694, 2793.02, Measured, 8.116999999999999, 176.21078491210938, 25.893511031033412, 3.6344832667935774, 246.7505628761636, 10.840734823962181, 9.235647535147452, 6.04576, 262.49898999078283, 12.80548790717405, 33.24088163094965, 28.86878776550293, 6.685116, 288.58861145064446, 16.036451076214238, 55.99443714187477, 3.121309096754535, -4.112770373934726, 15.98, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_143901, SD_2025.01.21_14.39.01_112, 77.03, 11.20, -0.05, 1344.0, 160.4, 1353.5, 6.8, 259.2, 274.0, 51.8, 98765.0, 98765.0, 98765.0, 98765.0, 76.92, 16.43, -0.26, 2742.1, -155.4, 2789.5, -6.6, 0, 1, , 
Wave,20250121_143919, SD_2025.01.21_14.39.19_204, 77.55, 7.78, -1.60, 2187.6, -211.5, 2197.8, -5.5, 269.7, 292.2, 55.5, -4.9, -0.7, 51.0, -5.4, 77.07, 8.98, -4.38, 2962.7, 262.2, 2990.6, 4.1, 0, 0, , GCQ,20250121_143930, Driver,  Standard,  75.8,  9.3,  -2.8,  2159,  -334,  -8.8,  2185,  267.2,  287.6,  -33.7,  31.8,  24.4,  52.4,  1.45,  2.0,  -3.5,  0.2,  4.0,  12.7,  2212.3,  -2,  -1.4, , TM4,20250121_143930, 2025-01-21 PM 2:39:30, , , Unknown Player, Driver, Premium, 51.248, 1.2000000000000002, -1.6000000000000003, -5.8999999999999995, 47.96900000000001, -1.3439999999999996, 10.107, -2.8910000000000005, -1.291, 76.4812, 1.4924, 8.828, -2.732, 2189.81, Measured, -7.962999999999997, 157.29591369628906, 21.155778931902677, -9.871151895602578, 219.32658438108984, -15.963355003140224, 10.960351142837384, 4.953998, 243.24156085699093, -18.417367704016208, 29.011859783055105, 30.475460052490234, 5.820288, 275.75673290716674, -21.705703976989778, 58.9640999577923, 2.39238355055181, 1.8553118135711857, -6.835, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_143927, SD_2025.01.21_14.39.27_114, 75.70, 9.80, -2.12, 723.0, -181.0, 745.3, -14.1, 245.4, 268.9, 50.3, 98765.0, 98765.0, 98765.0, 98765.0, 74.92, 15.64, -2.38, 2335.6, -593.4, 2437.5, -16.6, 0, 1, , 
Wave,20250121_143946, SD_2025.01.21_14.39.46_205, 76.18, 10.55, -2.78, 2454.0, 12.8, 2454.0, 0.3, 268.1, 283.4, 53.2, -0.1, -3.8, 51.7, -4.2, 75.43, 9.30, -5.36, 2544.5, -146.2, 2578.8, -4.4, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_144003, SD_2025.01.21_14.40.03_115, 72.56, 8.85, 2.66, 1766.0, 58.0, 1766.9, 1.9, 241.6, 262.0, 53.4, 98765.0, 98765.0, 98765.0, 98765.0, 72.43, 12.04, 0.92, 2741.4, 116.0, 2765.8, 1.7, 0, 1, , 
Wave,20250121_144021, SD_2025.01.21_14.40.21_206, 73.10, 8.67, 1.23, 2028.0, -79.7, 2029.6, -2.3, 252.2, 274.3, 53.8, -0.1, 2.1, 42.2, 2.1, 72.52, 10.11, -1.76, 2368.5, -281.2, 2443.6, -9.5, 0, 0, , GCQ,20250121_144005, Driver,  Standard,  73.2,  8.6,  1.5,  2580,  -216,  -4.8,  2589,  251.4,  269.9,  -3.7,  34.0,  24.7,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_144005, 2025-01-21 PM 2:40:05, , , Unknown Player, Driver, Premium, 50.253, 0.2, 4.8, -2.9, 40.95799999999999, 4.303, 9.92, 0.927, -3.8730000000000007, 73.4169, 1.4609, 8.503, 1.4960000000000002, 2486.31, Measured, 7.526000000000002, 159.17434692382812, 22.75847387935356, 6.668001542845337, 229.84039886038175, 12.665080428178975, 5.869088600485173, 5.731063, 240.11576287242892, 13.631986371379543, 31.67709921026631, 28.898910522460938, 6.143132, 268.0748754390413, 16.22689238230465, 48.16258416269568, -9.538052994229083, 5.522201539358741, 7.369, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,, , , , , , , , , , , , , , , , , , , , , , , , , , GCQ,20250121_144034, Driver,  Standard,  73.3,  10.8,  3.4,  3084,  188,  3.5,  3090,  250.1,  264.9,  24.2,  41.7,  33.8,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_144034, 2025-01-21 PM 2:40:34, , , Unknown Player, Driver, Premium, 50.397, 0, 2.2000000000000006, -2.4, 38.59899999999999, 1.5139999999999998, 12.025000000000002, 3.6550000000000002, 1.4550000000000003, 73.5341, 1.4591, 10.195000000000002, 3.4260000000000006, 3012.26, Measured, 10.101, 167.36517333984375, 29.085380266556207, 19.45343149653902, 220.59829983604024, 30.854111948606697, 18.420787220804268, 5.435851, 252.9381608096698, 37.73274738122513, 35.990890228878044, 29.191884994506836, 6.751494, 276.4480925750071, 42.567612637179046, 47.45372397403075, -0.205730403758273, 4.214794004885305, 22.719, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_144031, SD_2025.01.21_14.40.31_116, 72.87, 10.83, 4.62, 1818.0, 397.0, 1860.8, 12.3, 261.5, 283.7, 53.4, 98765.0, 98765.0, 98765.0, 98765.0, 73.85, 15.03, 2.61, 3036.9, 218.1, 3005.8, 3.3, 0, 1, , 
Wave,20250121_144049, SD_2025.01.21_14.40.49_207, 73.24, 12.22, 2.90, 2644.4, -68.6, 2645.3, -1.5, 255.7, 267.6, 55.2, -3.4, 3.3, 41.6, -1.4, 72.91, 11.69, -0.50, 2732.4, 133.0, 2752.2, 1.6, 0, 0, , GCQ,20250121_144102, Driver,  Standard,  71.5,  7.9,  -1.2,  3370,  164,  2.8,  3374,  234.8,  251.2,  1.3,  37.5,  25.8,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_144102, 2025-01-21 PM 2:41:02, , , Unknown Player, Driver, Premium, 50.252, 0.4000000000000001, 3, -4, 40.90400000000001, 3.015000000000001, 9.216000000000001, -1.485, -4.485, 71.9193, 1.4312, 7.365999999999999, -0.504, 3338.06, Measured, 11.863000000000001, 160.23297119140625, 22.352810296880435, 4.2741112550792675, 237.72197451757796, 16.52510935200381, -2.4439703367607817, 6.486412, 234.21072265003158, 15.758208188550366, 33.80494417569469, 27.040037155151367, 6.327318, 256.6047196479871, 20.561578526388836, 47.498753964932966, -16.918176066631936, -2.03789909765969, 17.813, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_144059, SD_2025.01.21_14.40.59_117, 71.01, 11.18, -0.16, 1866.7, 343.6, 1898.1, 10.4, 248.6, 268.6, 53.4, 98765.0, 98765.0, 98765.0, 98765.0, 72.02, 14.87, -2.72, 3206.1, 233.1, 3187.1, 3.3, 0, 0, , 
Wave,20250121_144117, SD_2025.01.21_14.41.17_208, 71.55, 8.87, -1.44, 2098.2, -214.7, 2109.1, -5.8, 245.7, 269.1, 56.5, 98765.0, 98765.0, 98765.0, 98765.0, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,, , , , , , , , , , , , , , , , , , , , , , , , , , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_144148, SD_2025.01.21_14.41.48_118, 35.10, 14.57, -36.10, 6952.2, -1925.0, 7213.8, -15.5, 79.8, 92.7, 34.5, 98765.0, 98765.0, 98765.0, 98765.0, 25.82, 30.22, 1.40, 2650.0, 47.5, 2615.5, 0.7, 0, 0, , 
Wave,, , , , , , , , , , , , , , , , , , , , , , , , , , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_144259, SD_2025.01.21_14.42.59_121, 38.16, 26.87, -33.98, 10383.6, 0.0, 10383.6, 0.0, 87.5, 90.1, 37.7, 98765.0, 98765.0, 98765.0, 98765.0, 30.94, 28.15, -0.44, 2472.3, 168.4, 2474.0, 0.9, 0, 0, , 
Wave,, , , , , , , , , , , , , , , , , , , , , , , , , , GCQ,20250121_144618, Driver,  Standard,  68.6,  10.7,  1.6,  4122,  719,  9.9,  4184,  217.5,  229.5,  28.8,  43.5,  31.7,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_144618, 2025-01-21 PM 2:46:18, , , Unknown Player, Driver, Premium, 46.783, -2.8, 0.8, 5.1, 51.347, -2.111, 12.692999999999998, 1.878, 1.078, 69.1977, 1.4791, 9.973, 1.6900000000000002, 4190.79, Measured, 16.218000000000004, 152.28855895996094, 30.64118106151142, 16.84352633851718, 201.99528020143381, 30.943542212680217, 15.685613072313494, 5.794836, 223.0183476826797, 37.05511691263043, 41.24773631928527, 27.540973663330078, 6.798517, 239.16876952037484, 41.56081851747569, 57.98999395655989, -6.9364318194913235, 0.6647029070787844, 30.553, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_144615, SD_2025.01.21_14.46.15_000, 68.25, 11.45, 2.72, 2206.2, 606.9, 2288.2, 15.4, 215.7, 225.1, 50.3, 98765.0, 98765.0, 98765.0, 98765.0, 57.87, 13.78, 0.48, 1968.8, -484.0, 2230.6, -20.0, 0, 1, , 
Wave,20250121_144634, SD_2025.01.21_14.46.34_209, 68.75, 12.18, 1.69, 2698.7, 146.6, 2702.7, 3.1, 236.1, 250.6, 47.5, -5.8, 1.1, 53.9, -4.3, 68.41, 13.30, -1.16, 3441.4, 188.1, 3434.1, 2.8, 0, 0, , GCQ,20250121_144641, Driver,  Standard,  69.9,  10.3,  0.6,  3897,  313,  4.6,  3910,  225.8,  237.7,  13.3,  43.0,  32.1,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_144641, 2025-01-21 PM 2:46:41, , , Unknown Player, Driver, Premium, 48.412, -2, 0.9999999999999999, 3, 50.438, -1.338, 12.267000000000001, 0.176, -0.8240000000000001, 70.5153, 1.4566, 9.761, 0.30899999999999994, 3930.57, Measured, 10.56, 160.4014434814453, 31.03863866199378, 9.518403528564633, 230.0457206100782, 23.644641763002664, 1.695539578141427, 6.904569, 231.9657037352197, 24.084191591054932, 41.595156761495886, 26.448335647583008, 7.002221, 247.6672979691439, 27.649395665237655, 58.891906012032145, -8.117384510731872, 1.3068617594542298, 22.839, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_144638, SD_2025.01.21_14.46.38_001, 69.56, 10.34, 1.60, 2222.7, 291.2, 2241.7, 7.5, 234.1, 247.7, 50.3, 98765.0, 98765.0, 98765.0, 98765.0, 69.73, 15.10, -1.17, 3028.6, -177.6, 3044.0, -3.2, 0, 1, , 
Wave,20250121_144656, SD_2025.01.21_14.46.56_210, 70.18, 10.85, 0.28, 2619.4, 58.8, 2620.1, 1.3, 240.9, 256.7, 48.6, -3.8, -0.0, 52.3, -3.8, 69.85, 13.19, -1.39, 3588.9, 184.0, 3578.3, 2.6, 0, 0, , GCQ,20250121_144706, Driver,  Standard,  70.1,  9.4,  0.0,  3603,  -474,  -7.5,  3634,  228.1,  240.5,  -17.1,  40.5,  29.0,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_144706, 2025-01-21 PM 2:47:06, , , Unknown Player, Driver, Premium, 47.391, -1.2000000000000002, 1.6000000000000003, 0.5, 51.678, 0.06400000000000002, 11.433, 0.058, -1.542, 70.505, 1.4877, 9.164000000000001, 0.3420000000000001, 3580.38, Measured, -3.302, 158.1417694091797, 25.020914687539452, -1.41488322665562, 225.90845116469316, -2.666096609205155, 5.031898104253552, 6.148464, 233.16237461407823, -2.76948146085809, 36.262169845894086, 26.69390869140625, 6.482536, 253.20793536829265, -3.0378813313383057, 55.51832939770865, -4.940224427060202, -1.6026130223988404, -4.161, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_144703, SD_2025.01.21_14.47.03_002, 69.85, 10.36, 1.38, 1423.0, -104.1, 1426.8, -4.2, 242.2, 264.9, 50.3, 98765.0, 98765.0, 98765.0, 98765.0, 70.36, 14.97, -1.65, 3005.2, -230.3, 3044.8, -4.5, 0, 0, , 
Wave,20250121_144721, SD_2025.01.21_14.47.21_211, 70.40, 11.12, -0.88, 2657.2, -266.8, 2670.5, -5.7, 241.3, 256.7, 48.8, -2.8, 0.6, 54.1, -1.5, 70.18, 11.13, -2.18, 3314.1, -263.6, 3374.8, -5.9, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_144737, SD_2025.01.21_14.47.37_004, 69.54, 8.82, 0.04, 1554.0, 63.1, 1555.3, 2.3, 230.2, 248.9, 50.3, 98765.0, 98765.0, 98765.0, 98765.0, 70.51, 13.48, -2.08, 2923.5, -458.8, 2993.3, -8.9, 0, 0, , 
Wave,20250121_144756, SD_2025.01.21_14.47.56_213, 70.10, 5.74, -1.83, 1684.2, -300.9, 1710.9, -10.1, 217.1, 246.2, 48.5, -2.8, -0.7, 54.1, -2.9, 70.29, 9.25, -1.78, 3434.6, -67.9, 3443.7, -1.8, 0, 0, , GCQ,20250121_144740, Driver,  Standard,  70.1,  5.9,  -1.1,  3474,  48,  0.8,  3474,  223.3,  239.5,  -2.9,  33.0,  20.1,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_144740, 2025-01-21 PM 2:47:40, , , Unknown Player, Driver, Premium, 48.39, -2, 1.6, 2.6999999999999997, 52.187, -0.6159999999999999, 7.712000000000001, -1.672, -3.2719999999999994, 70.6251, 1.4595, 5.614, -0.9750000000000001, 3467.2, Measured, 5.257999999999999, 150.12892150878906, 16.83619418044842, 0.5395413021995399, 212.61195910037017, 4.483458827793172, 3.5550694452239435, 5.439206, 219.62456074897972, 5.065149023674813, 28.355580449842176, 27.248220443725586, 5.728572, 246.42423918920534, 7.300256139415873, 54.71883434725479, -11.544268005919973, -5.581793403786659, 8.8, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,, , , , , , , , , , , , , , , , , , , , , , , , , , GCQ,20250121_144812, Driver,  Standard,  69.9,  9.7,  -0.7,  3779,  -284,  -4.3,  3790,  226.4,  240.2,  -12.9,  41.7,  30.2,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_144811, 2025-01-21 PM 2:48:11, , , Unknown Player, Driver, Premium, 48.028, -1.4, 0.8, 1.5, 48.992000000000004, -1.019, 11.701000000000002, -0.407, -1.2070000000000003, 70.4107, 1.466, 9.325, -0.17900000000000002, 3732.41, Measured, 4.121, 160.55557250976562, 28.866599785955795, -0.6851208965415223, 228.2986192313024, 2.912032685900025, 3.3149051641252623, 6.776824, 232.26938844958457, 3.2254274567724055, 40.61895689055754, 25.585607528686523, 6.980901, 248.11187044635136, 4.47020965465673, 57.06983666540066, -8.7767158716353, -3.085302202617182, 3.951, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_144809, SD_2025.01.21_14.48.09_005, 69.73, 10.45, 0.01, 2062.1, 83.0, 2063.8, 2.3, 230.1, 244.3, 50.3, 98765.0, 98765.0, 98765.0, 98765.0, 69.99, 15.64, -2.87, 3102.0, -411.4, 3141.2, -6.9, 0, 0, , 
Wave,20250121_144827, SD_2025.01.21_14.48.27_215, 70.14, 10.05, -2.12, 2415.5, -239.1, 2427.3, -5.7, 239.8, 258.5, 48.5, -2.3, -1.4, 53.0, -3.3, 69.87, 11.30, -3.31, 3189.6, -115.2, 3205.6, -1.8, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250121_144954, SD_2025.01.21_14.49.54_216, 70.91, 0.00, -4.69, 0.0, 0.0, -8292446208.0, -38.9, 0.0, 0.0, 53.1, 0.0, -0.6, 50.3, 1.7, 47.52, 15.86, 1.83, 1738.9, -74.7, 1698.9, -0.4, 0, 0, , GCQ,20250121_144939, Driver,  Standard,  70.2,  0.0,  -4.5,  921,  645,  35.0,  1124,  0.0,  175.0,  5.1,  0.0,  3.1,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,, , , , , , , , , , , , , , , , , , , , , , , , , , GCQ,20250121_145010, Driver,  Standard,  76.1,  11.8,  -0.2,  2289,  305,  7.6,  2309,  274.8,  291.3,  17.6,  38.6,  33.4,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_145010, 2025-01-21 PM 2:50:10, , , Unknown Player, Driver, Premium, 51.395, 2.3999999999999995, -1, -10, 45.339999999999996, 0.7209999999999999, 12.765, 0.048, 1.048, 76.4193, 1.4869, 11.427999999999999, -0.107, 2285.81, Measured, 15.376000000000001, 171.23191833496094, 29.558993140693797, 10.484182235307728, 241.40049350671504, 24.91848157587534, 12.589847311830068, 5.898673, 261.7223132958542, 29.785730096201547, 35.213579827201656, 29.885013580322266, 6.717558, 287.3872804197152, 35.84044970148848, 56.021442888110414, 2.9501779344178782, -0.6627502983555407, 30.272, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_145008, SD_2025.01.21_14.50.08_001, 75.47, 12.13, 0.80, 1035.0, 285.4, 1073.6, 15.4, 264.3, 286.4, 51.8, 98765.0, 98765.0, 98765.0, 98765.0, 75.17, 17.75, -1.50, 3321.9, -428.9, 3374.0, -8.2, 0, 1, , 
Wave,20250121_145026, SD_2025.01.21_14.50.26_217, 76.11, 13.09, -0.10, 3060.0, 477.4, 3097.0, 8.9, 260.7, 269.7, 53.7, 1.4, -2.8, 46.8, -1.8, 75.87, 11.88, -2.42, 2096.8, -294.5, 2204.5, -10.0, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,, , , , , , , , , , , , , , , , , , , , , , , , , , GCQ,20250121_145050, Driver,  Standard,  77.2,  11.6,  -0.6,  2109,  -154,  -4.2,  2115,  282.7,  299.7,  -13.0,  36.6,  31.8,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_145049, 2025-01-21 PM 2:50:49, , , Unknown Player, Driver, Premium, 52.227, 4.8, 0.4, -16.5, 47.669999999999995, 4.312, , , , 77.5897, 1.4856, 11.135999999999997, -0.189, , Undefined, -2.9059999999999997, 167.38954162597656, 28.066366605358514, -2.656699331511263, 250.09029438049052, -5.7035101089935125, 5.686670876356258, 6.023873, 259.1147604295186, -6.07116786564607, 33.76330209635899, 31.159574508666992, 6.368687, 287.4422561570331, -7.215479424330029, 51.163847798756365, -2.4912888953559666, -8.181691805523363, -5.216, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_145047, SD_2025.01.21_14.50.47_004, 76.80, 11.52, 0.25, 907.0, 41.4, 907.9, 2.6, 262.2, 281.1, 51.8, 98765.0, 98765.0, 98765.0, 98765.0, 75.15, 16.06, -2.38, 3047.3, -830.6, 3116.8, -14.1, 0, 1, , 
Wave,20250121_145105, SD_2025.01.21_14.51.05_218, 77.28, 13.11, -1.70, 2498.6, -201.2, 2506.7, -4.6, 274.4, 284.2, 53.1, 3.9, -1.2, 49.6, 3.1, 77.11, 12.43, -2.98, 2047.9, -716.8, 2222.5, -19.3, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_145059, SD_2025.01.21_14.50.59_005, 33.92, 17.90, -15.36, 6458.7, 1775.0, 6698.2, 15.4, 77.1, 86.3, 33.0, 98765.0, 98765.0, 98765.0, 98765.0, 30.49, 27.55, 0.09, 2963.2, 46.0, 2963.0, 0.3, 0, 0, , 
